,name,rating,avg_salary,jobs,benefits,type_of_company,team_size,how_old,city,positives,negatives
9242,Unitech Power Transmission,3.8,433,5,14,Power,201.0,29,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
9243,Rakesh Masala,4.2,364,0,3,Food Processing,201.0,28,Noida,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
9244,Spark Engineering,3.7,538,1,9,Automobile,51.0,35,Ghaziabad,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9245,Das Writing Services,3.9,156,2,16,Internet,51.0,13,Kolkata,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
9246,Infoplus Technologies,3.6,480,0,10,IT Services & Consulting,201.0,24,Borehamwood,['nan'],"['Salary & Benefits', ' Company Culture', ' Promotions / Appraisal']"
9247,Accord Software & Systems,3.8,880,0,8,Software Product,201.0,33,Bengaluru,['Job Security'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
9248,SISA Information Security,2.5,753,23,9,Hardware & Networking,201.0,21,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9249,Delta Power Solutions,3.7,417,0,8,Electronics Manufacturing,501.0,53,Taiwan,['Work Satisfaction'],"['Promotions / Appraisal', ' Salary & Benefits']"
9250,Danaher,3.7,635,0,10,Pharma,1.0,40,Washington,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning']"
9251,GETIT Infoservices,2.8,292,0,6,Internet,11.0,38,New delhi,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9252,SSM InfoTech Solutions,3.3,553,2,8,IT Services & Consulting,51.0,23,Surat,['nan'],"['Salary & Benefits', ' Company Culture', ' Work Life Balance']"
9253,Infosearch BPO Services,3.2,433,1,7,BPO,201.0,19,Chennai,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
9254,Sutures India,3.3,280,0,9,Medical Equipment,201.0,32,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9255,International SOS,3.5,424,6,12,Healthcare,201.0,24,Singapore,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Job Security']"
9256,Arteria Technologies,2.6,673,22,8,Software Product,201.0,17,Bengaluru,['nan'],"['Work Life Balance', ' Company Culture', ' Promotions / Appraisal']"
9257,ROCKWOOL,3.5,419,0,15,Building Material,51.0,37,Hyderabad,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
9258,Miric Biotech,1.9,266,0,13,Healthcare,1.0,24,New delhi,['nan'],"['Job Security', ' Company Culture', ' Work Satisfaction']"
9259,Axis Mutual Fund,4.2,523,4,10,Financial Services,501.0,15,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Job Security']",['nan']
9260,SeedWorks International,4.5,345,1,6,Agriculture,201.0,26,Hyderabad,"['Work Life Balance', ' Skill Development / Learning', ' Company Culture']",['nan']
9261,Manikgarh Cement,4.3,218,0,11,Building Material,201.0,37,Chandrapur,"['Skill Development / Learning', ' Salary & Benefits', ' Company Culture']",['nan']
9262,Vishal Enterprises,3.8,467,0,6,Fashion & Textile,10.0,40,New delhi,['Job Security'],['Promotions / Appraisal']
9263,Alacrity Ecommerce Solutions Private Limited,3.4,442,2,10,IT Services & Consulting,201.0,14,Nagpur,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Life Balance']"
9264,Rivoli Group,3.3,211,0,11,Retail,1.0,36,Dubai,['nan'],"['Promotions / Appraisal', ' Work Life Balance', ' Company Culture']"
9265,Integrated Resources,2.6,466,0,13,Recruitment,51.0,28,Edison,['nan'],"['Company Culture', ' Job Security', ' Work Satisfaction']"
9266,Pearson,4.4,687,11,10,Education & Training,10.0,180,London,"['Work Life Balance', ' Company Culture', ' Work Satisfaction']",['nan']
9267,HLE Engineers,3.4,363,0,17,Industrial Machinery,501.0,43,Navsari,['nan'],"['Work Satisfaction', ' Salary & Benefits', ' Company Culture']"
9268,Suhail Bahwan Group,3.8,304,0,11,Management Consulting,1.0,59,Muscat,"['Job Security', ' Company Culture', ' Work Life Balance']","['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9269,Xpitax Solutions,4.2,347,0,8,Accounting & Auditing,11.0,18,Chennai,"['Skill Development / Learning', ' Job Security', ' Work Life Balance']",['nan']
9270,GETIT Infoservices,2.8,292,0,6,Internet,11.0,38,New delhi,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9271,SSM InfoTech Solutions,3.3,553,2,8,IT Services & Consulting,51.0,23,Surat,['nan'],"['Salary & Benefits', ' Company Culture', ' Work Life Balance']"
9272,ROCKWOOL,3.5,419,0,15,Building Material,51.0,37,Hyderabad,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
9273,Alacrity Ecommerce Solutions Private Limited,3.4,442,2,10,IT Services & Consulting,201.0,14,Nagpur,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Life Balance']"
9274,Arteria Technologies,2.6,673,22,8,Software Product,201.0,17,Bengaluru,['nan'],"['Work Life Balance', ' Company Culture', ' Promotions / Appraisal']"
9275,Integrated Resources,2.6,466,0,13,Recruitment,51.0,28,Edison,['nan'],"['Company Culture', ' Job Security', ' Work Satisfaction']"
9276,Miric Biotech,1.9,266,0,13,Healthcare,1.0,24,New delhi,['nan'],"['Job Security', ' Company Culture', ' Work Satisfaction']"
9277,Johnson Electric,3.4,573,2,7,Electronics Manufacturing,51.0,65,Shatin,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Work Satisfaction']"
9278,Defsys Solutions,3.2,593,18,19,Defence & Aerospace,51.0,17,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Job Security']"
9279,Driplex Water Engineering,4.0,380,0,8,Waste Management,201.0,50,New delhi,"['Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
9280,Fortune Business Insights,4.2,215,33,28,,51.0,,Pune,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
9281,Ice Mortgage Technology,4.4,788,3,15,Software Product,501.0,24,Atlanta,"['Work Life Balance', ' Company Culture', ' Salary & Benefits']",['nan']
9282,ContactPoint 360,4.3,219,17,6,Other,201.0,17,Mississauga,"['Work Life Balance', ' Work Satisfaction', ' Company Culture']",['nan']
9283,AVYAIT,4.0,117,0,27,,51.0,4,Hyderabad,"['Work Life Balance', ' Skill Development / Learning']",['Salary & Benefits']
9284,Tracks Components,3.3,663,0,11,,1.0,22,Gurgaon,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
9285,Learnbay,4.1,235,2,2,,,,Bengaluru,"['Salary & Benefits', ' Work Life Balance', ' Company Culture']",['nan']
9286,Wavin,3.5,360,0,4,,5.0,,Noida,['nan'],"['Promotions / Appraisal', ' Company Culture']"
9287,Techtree It Systems,2.4,622,6,5,IT Services & Consulting,51.0,18,Noida,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Job Security']"
9288,Fourth Dimension Technologies,3.8,671,6,7,IT Services & Consulting,51.0,35,Chennai,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
9289,Planit Testing India,3.7,999,13,16,IT Services & Consulting,201.0,27,Sydney,"['Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
9290,Aurobindho Pharma,4.0,444,0,6,,10.0,,Hyderabad/secunderabad,['Job Security'],['Promotions / Appraisal']
9291,IILM,4.4,359,1,7,Education & Training,51.0,31,New delhi,"['Salary & Benefits', ' Work Life Balance', ' Skill Development / Learning']",['nan']
9292,BPO Systems,4.1,1100,0,15,IT Services & Consulting,51.0,24,Walnut,"['Work Satisfaction', ' Skill Development / Learning', ' Job Security']",['nan']
9293,ARCOP Associates,3.9,269,1,9,Architecture & Interior Design,51.0,54,New delhi,"['Job Security', ' Skill Development / Learning']","['Work Life Balance', ' Promotions / Appraisal']"
9294,Mcnally Sayaji Engineering,3.8,521,0,12,Industrial Machinery,201.0,63,Kolkata,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9295,Formel D,3.8,295,0,8,Auto Components,201.0,31,Troisdorf,['nan'],"['Job Security', ' Skill Development / Learning', ' Promotions / Appraisal']"
9296,Swarovski India,3.9,391,1,15,Jewellery,501.0,129,Wattens,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits']"
9297,Securonix,2.9,687,3,10,Internet,1.0,17,Addison,['nan'],"['Work Satisfaction', ' Work Life Balance', ' Company Culture']"
9298,RFCL,3.4,487,0,4,Agro Chemicals,201.0,9,New delhi,"['Job Security', ' Work Life Balance']","['Skill Development / Learning', ' Promotions / Appraisal', ' Company Culture']"
9299,ESRI India Technologies,3.8,448,3,6,IT Services & Consulting,201.0,28,New delhi,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
9300,Lincoln Electric,3.7,504,1,17,Electrical Equipment,51.0,129,Cleveland,['nan'],"['Company Culture', ' Work Satisfaction']"
9301,Power2sme,4.0,715,6,10,Industrial Automation,51.0,12,Gurgaon,"['Work Life Balance', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
9302,Andhra Pradesh State Road Transport Corporation,4.2,281,0,11,Urban Transport,,66,Vijayawada,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
9303,Kich Architectural Products,3.8,363,8,6,Architecture & Interior Design,51.0,21,Rajkot,"['Skill Development / Learning', ' Work Life Balance']",['nan']
9304,Tarachandra Engineering,3.5,343,0,10,Engineering & Construction,51.0,26,Vadodara,"['Skill Development / Learning', ' Job Security']","['Salary & Benefits', ' Promotions / Appraisal']"
9305,Eclat Health Solutions,3.5,504,5,7,Financial Services,201.0,16,Herndon,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9306,ERD Technologies,3.6,475,3,6,Consumer Electronics & Appliances,501.0,27,Noida,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Life Balance']"
9307,Coviam,4.4,539,15,23,IT Services & Consulting,51.0,9,Bengaluru,"['Job Security', ' Skill Development / Learning', ' Promotions / Appraisal']",['nan']
9308,Lansum Properties,4.3,354,10,8,Real Estate,11.0,10,Hyderabad/secunderabad,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
9309,Vikram Tea,4.3,306,1,6,Financial Services,51.0,49,Jalna,"['Work Life Balance', ' Company Culture', ' Skill Development / Learning']",['nan']
9310,Rajhans (Desai-Jain) Group,3.5,376,1,8,Real Estate,201.0,28,Surat,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
9311,Windcare India,2.8,244,4,9,Financial Services,201.0,23,Gudimangalam,['nan'],"['Company Culture', ' Salary & Benefits', ' Work Life Balance']"
9312,Arki Techno Consultants,3.2,286,6,4,Engineering & Construction,201.0,17,Bhubaneswar,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Skill Development / Learning']"
9313,Mahesh Tutorials,3.3,411,0,8,Education & Training,11.0,36,Mumbai,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
9314,Saggezza,3.5,871,23,13,IT Services & Consulting,201.0,19,Chicago,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9315,Good Health Tpa Services,3.4,344,0,7,Insurance,1.0,21,Hyderabad,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9316,Premier Irrigation Adritec,3.6,323,2,7,Agriculture,501.0,59,Kolkata,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9317,Indeed,3.9,596,1,13,Internet,1.0,20,Austin,"['Work Life Balance', ' Salary & Benefits']",['nan']
9318,Freshersworld.com,4.0,570,0,7,Recruitment,1.0,18,Bengaluru,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
9319,BIS,4.0,1000,0,16,,1.0,,London,"['Company Culture', ' Work Satisfaction', ' Salary & Benefits']",['nan']
9320,Cambata Aviation,4.9,117,0,5,Aviation,1.0,70,New delhi,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9321,RDM India,3.4,263,0,11,Aviation,501.0,32,New delhi,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9322,Web Spiders,2.4,437,30,8,IT Services & Consulting,51.0,24,New delhi,['nan'],"['Job Security', ' Work Life Balance', ' Work Satisfaction']"
9323,Desein,4.0,367,0,6,Engineering & Construction,501.0,59,New delhi,"['Skill Development / Learning', ' Job Security']","['Company Culture', ' Promotions / Appraisal']"
9324,Institutional Shareholder Services,3.5,782,39,8,Analytics & KPO,501.0,39,Rockville,"['Job Security', ' Work Life Balance']","['Promotions / Appraisal', ' Skill Development / Learning', ' Work Satisfaction']"
9325,The Oman Construction Co. LLC (TOCO),3.8,267,0,12,Oil & Gas,1.0,59,Muscat,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
9326,Dezire Research,4.4,112,0,50,Investment Banking / Venture Capital / Private Equity,51.0,8,Indore,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9327,Reliance Infocomm Engineering,4.0,696,0,12,Telecom,10.0,,Mumbai,"['Skill Development / Learning', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
9328,Bubugao Communication,4.3,272,0,0,,51.0,,Jaipur,"['Company Culture', ' Job Security', ' Skill Development / Learning']",['Promotions / Appraisal']
9329,Sekhani Industries,3.5,319,0,8,FMCG,51.0,54,Ahmedabad,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']"
9330,Precision Group,3.8,855,0,3,IT Services & Consulting,1.0,,Chennai,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']"
9331,Zicom Electronic Security Systems,3.4,300,0,8,Consumer Electronics & Appliances,201.0,30,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9332,CREW(P)LTD,4.1,308,0,19,Industrial Machinery,10.0,40,Chennai,"['Company Culture', ' Job Security', ' Work Satisfaction']",['nan']
9333,Kewaunee Labway,4.1,466,0,14,Furniture & Furnishing,201.0,118,Statesville,"['Job Security', ' Company Culture']",['Promotions / Appraisal']
9334,Cades Studec Technologies,3.7,444,0,9,IT Services & Consulting,51.0,18,Bengaluru,"['Work Life Balance', ' Company Culture', ' Job Security']","['Salary & Benefits', ' Promotions / Appraisal']"
9335,R.K. Group,3.9,679,2,9,Real Estate,51.0,40,Kolkata,"['Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
9336,Omnist Techhub Solutions,4.9,74,1,4,IT Services & Consulting,51.0,7,New delhi,"['Company Culture', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9337,White Globe,3.5,159,4,18,Content Development,51.0,9,Pune,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Life Balance']"
9338,Cumi Murugappa,4.3,538,0,5,,,,Chennai,"['Job Security', ' Salary & Benefits', ' Company Culture']",['nan']
9339,Arrivae,3.5,555,9,6,Internet,201.0,7,Mumbai,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9340,Red Tag,3.9,246,0,14,Retail,11.0,18,Al,['Skill Development / Learning'],['Promotions / Appraisal']
9341,Fluidline Engineers And Fabricators,3.8,290,0,4,Industrial Machinery,51.0,36,Kanpur,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9342,Hyoseong Electric,3.1,530,0,15,Auto Components,51.0,51,Busan,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
9343,Innovare Labs,3.6,511,0,15,Pharma,11.0,12,Hyderabad/secunderabad,['nan'],"['Job Security', ' Promotions / Appraisal', ' Salary & Benefits']"
9344,Usha Fire Safety Equipments,3.5,542,0,8,Industrial Machinery,51.0,36,Chennai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9345,Panasonic Energy India Co,3.4,510,0,8,Auto Components,501.0,52,Vadodara,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']"
9346,Gia India Laboratory,4.1,386,0,7,Jewellery,51.0,93,Mumbai,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
9347,Blue Consulting,3.9,323,11,11,Accounting & Auditing,51.0,19,Noida,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9348,Nipro Medical,4.1,450,0,6,Healthcare,501.0,70,Hyderabad/secunderabad,"['Company Culture', ' Skill Development / Learning', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
9349,Bhartiya City Developers,3.5,471,0,9,Real Estate,201.0,37,Bengaluru,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Company Culture']"
9350,Edify School,3.7,308,0,16,,11.0,,Firozabad,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9351,Weather Risk Management Services,3.4,342,21,6,Agriculture,201.0,20,Kanpur,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9352,Spectro Analytical Labs,3.3,326,5,4,Clinical Research,201.0,29,New delhi,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Work Satisfaction']"
9353,Samco Securities,4.2,609,0,8,Financial Services,51.0,31,Mumbai,"['Company Culture', ' Job Security', ' Skill Development / Learning']",['Salary & Benefits']
9354,Cellplan Technologies,3.5,185,0,10,Telecom,51.0,21,Pune,['nan'],"['Job Security', ' Company Culture', ' Promotions / Appraisal']"
9355,Juspay Technologies,3.9,741,7,5,FinTech,51.0,12,Bengaluru,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
9356,Blue Rose Publishers,4.2,132,0,5,Printing & Publishing,51.0,,Noida,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9357,NSHM Knowledge Campus,3.5,359,0,14,Education & Training,51.0,28,Kolkata,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Job Security']"
9358,Monotech Systems,3.9,548,0,7,Printing & Publishing,51.0,25,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
9359,Techved Consulting,3.1,365,24,19,IT Services & Consulting,11.0,17,Mumbai,['nan'],"['Salary & Benefits', ' Job Security', ' Promotions / Appraisal']"
9360,BPO Systems,4.1,1100,0,15,IT Services & Consulting,51.0,24,Chennai,"['Work Satisfaction', ' Skill Development / Learning', ' Job Security']",['nan']
9361,Zenith Software,4.4,590,3,3,IT Services & Consulting,201.0,28,Bengaluru,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9362,Apex Auto,4.1,411,0,6,Industrial Machinery,201.0,30,Bengaluru,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['Promotions / Appraisal']
9363,Power2sme,4.0,715,6,10,Industrial Automation,51.0,12,Gurgaon/gurugram,"['Work Life Balance', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
9364,RFCL,3.4,487,0,4,Agro Chemicals,201.0,9,Ramagundam,"['Job Security', ' Work Life Balance']","['Skill Development / Learning', ' Promotions / Appraisal', ' Company Culture']"
9365,ESRI India Technologies,3.8,448,3,6,IT Services & Consulting,201.0,28,Noida,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
9366,Spectro Analytical Labs,3.3,326,5,4,Clinical Research,201.0,29,New delhi,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Work Satisfaction']"
9367,Ssnr Projects.pvt.ltd,3.8,321,0,8,Engineering & Construction,51.0,12,Visakhapatnam/vizag,['nan'],"['Salary & Benefits', ' Work Life Balance', ' Job Security']"
9368,ADS Spirits,4.1,320,0,9,,201.0,14,New delhi,"['Job Security', ' Company Culture', ' Work Satisfaction']",['nan']
9369,Red Tag,3.9,246,0,14,Retail,11.0,18,Al,['Skill Development / Learning'],['Promotions / Appraisal']
9370,Fluidline Engineers And Fabricators,3.8,290,0,4,Industrial Machinery,51.0,36,Kanpur,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9371,Imperial Electric Company,4.2,403,0,3,Engineering & Construction,501.0,13,Kolkata,"['Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
9372,Surevin Bpo Services,3.3,329,3,7,BPO,501.0,17,Bhopal,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9373,Zicom Electronic Security Systems,3.4,300,0,8,Consumer Electronics & Appliances,201.0,30,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9374,Bubugao Communication,4.3,272,0,8,,51.0,,Jaipur,"['Company Culture', ' Job Security', ' Skill Development / Learning']",['Promotions / Appraisal']
9375,R.K. Group,3.9,679,2,9,Real Estate,51.0,40,Kolkata,"['Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
9376,Omnist Techhub Solutions,4.9,74,1,4,IT Services & Consulting,51.0,7,New delhi,"['Company Culture', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9377,CAPLIN STERILES,3.1,652,3,9,,11.0,5,Chennai,['nan'],"['Job Security', ' Company Culture', ' Work Satisfaction']"
9378,Real Estate Group,3.9,1700,2,7,Real Estate,10.0,,Mumbai,"['Skill Development / Learning', ' Work Satisfaction', ' Company Culture']",['nan']
9379,Saarloha Advanced Materials,3.3,492,0,6,,1.0,,Pune,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Skill Development / Learning']"
9380,The Energy and Resources Institute,3.4,534,0,13,Analytics & KPO,1.0,50,New delhi,['Work Life Balance'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
9381,Techved Consulting,3.1,365,24,19,IT Services & Consulting,11.0,17,Mumbai,['nan'],"['Salary & Benefits', ' Job Security', ' Promotions / Appraisal']"
9382,Zenith Software,4.4,590,3,3,IT Services & Consulting,201.0,28,Banglore,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9383,Coupa Software Inc,3.8,767,19,9,IT Services & Consulting,501.0,18,San mateo,"['Salary & Benefits', ' Company Culture']","['Job Security', ' Promotions / Appraisal']"
9384,Crystal Travel,4.3,408,0,21,Travel & Tourism,201.0,37,London,"['Work Life Balance', ' Company Culture', ' Work Satisfaction']",['nan']
9385,ImpactQA,3.6,597,7,25,IT Services & Consulting,201.0,13,New delhi,['nan'],"['Job Security', ' Skill Development / Learning', ' Promotions / Appraisal']"
9386,United Biscuits,4.6,299,0,7,Food Processing,501.0,76,Hayes,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
9387,Contata Solutions,4.0,728,23,7,IT Services & Consulting,51.0,24,Minneapolis,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
9388,Mettl,3.9,359,11,10,Internet,501.0,15,Gurgaon,"['Skill Development / Learning', ' Work Life Balance', ' Salary & Benefits']",['nan']
9389,Brennan IT,3.9,393,6,8,IT Services & Consulting,201.0,27,Mumbai,"['Work Life Balance', ' Skill Development / Learning', ' Company Culture']",['nan']
9390,Unique Enterprises,3.3,595,5,8,Internet,11.0,26,New delhi,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9391,Teamglobal Logistics,3.8,483,0,13,Logistics,201.0,19,Mumbai,"['Job Security', ' Work Life Balance', ' Skill Development / Learning']","['Promotions / Appraisal', ' Salary & Benefits']"
9392,NSHM Knowledge Campus,3.5,359,0,14,Education & Training,51.0,28,Kolkata,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Job Security']"
9393,Apex Auto,4.1,411,0,6,Industrial Machinery,201.0,30,Jamshedpur,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['Promotions / Appraisal']
9394,Monotech Systems,3.9,548,0,7,Printing & Publishing,51.0,25,Chennai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
9395,KRIBHCO Fertilizers Limited,4.3,275,0,10,Agro Chemicals,1.0,29,Noida,"['Job Security', ' Salary & Benefits', ' Work Life Balance']",['nan']
9396,Rashi Peripherals,3.4,430,0,10,IT Services & Consulting,1.0,35,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9397,Signiwis Technologies,3.7,215,0,22,IT Services & Consulting,51.0,10,Bengaluru,['Skill Development / Learning'],['Salary & Benefits']
9398,PFSweb,3.6,584,0,10,Logistics,201.0,25,Texas,['nan'],"['Work Satisfaction', ' Skill Development / Learning', ' Promotions / Appraisal']"
9399,DNV,4.1,383,22,5,Management Consulting,501.0,160,Oslo,"['Work Life Balance', ' Job Security', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
9400,Worldwide Oilfield Machine,4.2,536,0,10,Oil & Gas,51.0,44,Houston,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits']"
9401,Kent,3.6,447,0,7,Financial Services,1.0,,Breda,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
9402,Signet Industries,3.4,484,0,7,,501.0,39,Indore,['nan'],"['Job Security', ' Company Culture', ' Promotions / Appraisal']"
9403,Hester Biosciences,4.1,463,2,7,Biotechnology,201.0,41,Ahmedabad,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
9404,JK Trust Gram Vikas Yojana,4.3,164,0,6,Non-Profit,51.0,79,Thane,"['Work Satisfaction', ' Work Life Balance', ' Skill Development / Learning']",['nan']
9405,Nipro Medical,4.1,450,0,6,Healthcare,501.0,70,Osaka,"['Company Culture', ' Skill Development / Learning', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
9406,Bhartiya City Developers,3.5,471,0,9,Real Estate,201.0,37,Bengaluru,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Company Culture']"
9407,Edify School,3.7,308,0,16,,11.0,,Firozabad,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9408,Weather Risk Management Services,3.4,342,21,6,Agriculture,201.0,20,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9409,Usha Fire Safety Equipments,3.5,542,0,8,Industrial Machinery,51.0,36,Chennai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9410,Cades Studec Technologies,3.7,444,0,9,IT Services & Consulting,51.0,18,Bengaluru,"['Work Life Balance', ' Company Culture', ' Job Security']","['Salary & Benefits', ' Promotions / Appraisal']"
9411,6Sense,3.9,340,22,40,Software Product,201.0,11,San francisco,"['Salary & Benefits', ' Company Culture', ' Work Life Balance']",['Job Security']
9412,Optimus Pharma,3.6,614,0,11,,51.0,,Hyderabad/secunderabad,['nan'],"['Company Culture', ' Work Life Balance', ' Promotions / Appraisal']"
9413,Futran Solutions,4.1,244,23,17,Software Product,51.0,14,Edison,"['Work Life Balance', ' Skill Development / Learning', ' Company Culture']",['nan']
9414,ASC Technology Solutions,4.4,90,0,3,,51.0,,Ahmedabad,"['Salary & Benefits', ' Skill Development / Learning', ' Promotions / Appraisal']",['nan']
9415,Achievers Spot,4.6,33,71,12,Education & Training,201.0,14,Chennai,"['Skill Development / Learning', ' Job Security', ' Salary & Benefits']",['nan']
9416,Hitachi Rail STS,4.1,302,2,7,Railways,201.0,,Noida,['Work Life Balance'],['nan']
9417,Jungleworks,3.5,437,25,9,Software Product,201.0,7,Seattle,['nan'],"['Job Security', ' Work Life Balance', ' Company Culture']"
